id,acronym,name,direct_voxels,descendant_voxels,total_voxels
1,TMv,Tuberomammillary nucleus, ventral part,6931,0,6931
2,SSp-m6b,Primary somatosensory area, mouth, layer 6b,7339,0,7339
3,sec,secondary fissure,0,0,0
4,IC,Inferior colliculus,0,284601,284601
6,int,internal capsule,134366,0,134366
7,PSV,Principal sensory nucleus of the trigeminal,70327,0,70327
8,grey,Basic cell groups and regions,0,28774455,28774455
9,SSp-tr6a,Primary somatosensory area, trunk, layer 6a,14877,0,14877
10,SCig,Superior colliculus, motor related, intermediate gray layer,130357,0,130357
11,plf,posterolateral fissure,0,0,0
12,IF,Interfascicular nucleus raphe,5559,0,5559
14,im,internal medullary lamina of the thalamus,0,0,0
15,PT,Parataenial nucleus,14706,0,14706
16,6b,Layer 6b, isocortex,0,0,0
17,SCiw,Superior colliculus, motor related, intermediate white layer,133937,0,133937
18,nf,nodular fissure,0,0,0
19,IG,Induseum griseum,7958,0,7958
20,ENTl2,Entorhinal area, lateral part, layer 2,102602,0,102602
21,lotg,lateral olfactory tract, general,0,67975,67975
22,PTLp,Posterior parietal association areas,0,157056,157056
23,AAA,Anterior amygdalar area,31652,0,31652
25,sif,simple fissure,0,0,0
26,SCdg,Superior colliculus, motor related, deep gray layer,76483,0,76483
27,IGL,Intergeniculate leaflet of the lateral geniculate complex,4415,0,4415
28,ENTl6a,Entorhinal area, lateral part, layer 6a,67154,0,67154
29,sttl,lateral spinothalamic tract,0,0,0
30,PVa,Periventricular hypothalamic nucleus, anterior part,3191,0,3191
31,ACA,Anterior cingulate area,0,354549,354549
33,VISp6a,Primary visual area, layer 6a,68387,0,68387
34,icf,intercrural fissure,0,0,0
35,III,Oculomotor nucleus,2084,0,2084
36,GU1,Gustatory areas, layer 1,12588,0,12588
37,lab,longitudinal association bundle,0,0,0
38,PVH,Paraventricular hypothalamic nucleus,12076,0,12076
39,ACAd,Anterior cingulate area, dorsal part,0,200306,200306
41,VISpm2/3,posteromedial visual area, layer 2/3,18770,0,18770
42,SCdw,Superior colliculus, motor related, deep white layer,21283,0,21283
43,apf,ansoparamedian fissure,0,0,0
44,ILA,Infralimbic area,0,53963,53963
45,SPVOrdm,Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part,0,0,0
46,mfbsma,mammillary related,0,16710,16710
47,PVHam,Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part,0,0,0
48,ACAv,Anterior cingulate area, ventral part,0,154243,154243
49,ipf,intraparafloccular fissure,0,0,0
50,PRC,Precommissural nucleus,10968,0,10968
51,ILM,Intralaminar nuclei of the dorsal thalamus,0,102789,102789
52,ENTl3,Entorhinal area, lateral part, layer 3,84281,0,84281
53,SPVOmdmd,Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone,0,0,0
54,mfb,medial forebrain bundle,3186,0,3186
55,PVHap,Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part,0,0,0
56,ACB,Nucleus accumbens,281489,0,281489
57,pms,paramedian sulcus,0,0,0
58,MT,Medial terminal nucleus of the accessory optic tract,2753,0,2753
59,IMD,Intermediodorsal nucleus of the thalamus,11270,0,11270
60,ENTl6b,Entorhinal area, lateral part, layer 6b,0,0,0
61,SPVOmdmv,Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone,0,0,0
62,mlf,medial longitudinal fascicle,9452,0,9452
63,PVHd,Paraventricular hypothalamic nucleus, descending division,8369,0,8369
64,AD,Anterodorsal nucleus,10248,0,10248
65,pfs,parafloccular sulcus,0,0,0
66,LT,Lateral terminal nucleus of the accessory optic tract,1147,0,1147
67,INC,Interstitial nucleus of Cajal,5086,0,5086
68,FRP1,Frontal pole, layer 1,16219,0,16219
69,SPVOvl,Spinal nucleus of the trigeminal, oral part, ventrolateral part,0,0,0
70,mfbsm,midbrain related,0,0,0
71,PVHm,Paraventricular hypothalamic nucleus, magnocellular division,0,0,0
72,ADP,Anterodorsal preoptic nucleus,6385,0,6385
73,VS,ventricular systems,0,382178,382178
74,VISl6a,Lateral visual area, layer 6a,13260,0,13260
75,DT,Dorsal terminal nucleus of the accessory optic tract,725,0,725
76,INV,Interstitial nucleus of the vestibular nerve,0,0,0
77,SPVOcdm,Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part,0,0,0
78,mcp,middle cerebellar peduncle,69910,0,69910
79,PVHmm,Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part,0,0,0
80,AHA,Anterior hypothalamic area,0,0,0
81,VL,lateral ventricle,135596,101194,236790
82,NLLd,Nucleus of the lateral lemniscus, dorsal part,0,0,0
83,IO,Inferior olivary complex,32619,0,32619
84,PL6a,Prelimbic area, layer 6a,29663,0,29663
85,sct,spinocerebellar tract,0,0,0
86,mtc,middle thalamic commissure,0,0,0
87,PVHmpd,Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone,0,0,0
88,AHN,Anterior hypothalamic nucleus,45466,0,45466
89,RC,rhinocele,0,0,0
90,NLLh,Nucleus of the lateral lemniscus, horizontal part,0,0,0
91,IP,Interposed nucleus,55134,0,55134
92,ENTl4,Entorhinal area, lateral part, layer 4,0,0,0
93,moV,motor root of the trigeminal nerve,3816,0,3816
94,PVHp,Paraventricular hypothalamic nucleus, parvicellular division,0,0,0
95,AI,Agranular insular area,0,505435,505435
96,DCO,Dorsal cochlear nucleus,39123,0,39123
97,TEa1,Temporal association areas, layer 1,34006,0,34006
98,SEZ,subependymal zone,8738,0,8738
99,NLLv,Nucleus of the lateral lemniscus, ventral part,0,0,0
100,IPN,Interpeduncular nucleus,777,22040,22817
101,VCO,Ventral cochlear nucleus,65124,0,65124
102,nst,nigrostriatal tract,7192,0,7192
103,PVHpm,Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part,0,0,0
104,AId,Agranular insular area, dorsal part,0,238486,238486
105,SOCm,Superior olivary complex, medial part,12516,0,12516
106,ISN,Inferior salivatory nucleus,460,0,460
107,MO1,Somatomotor areas, Layer 1,0,0,0
108,chpl,choroid plexus,92456,0,92456
109,ntt,nigrothalamic fibers,0,0,0
110,PVHpv,Paraventricular hypothalamic nucleus, parvicellular division, periventricular part,0,0,0
111,AIp,Agranular insular area, posterior part,0,155849,155849
112,CNlam,Granular lamina of the cochlear nuclei,0,0,0
113,SSp-ll2/3,Primary somatosensory area, lower limb, layer 2/3,41382,0,41382
114,SOCl,Superior olivary complex, lateral part,21655,0,21655
115,IV,Trochlear nucleus,454,0,454
116,chfl,choroid fissure,0,0,0
117,och,optic chiasm,19633,0,19633
118,PVi,Periventricular hypothalamic nucleus, intermediate part,12826,0,12826
119,AIv,Agranular insular area, ventral part,0,111100,111100
120,AIp1,Agranular insular area, posterior part, layer 1,27060,0,27060
121,VISl6b,Lateral visual area, layer 6b,2465,0,2465
122,POR,Superior olivary complex, periolivary region,23362,0,23362
123,KF,Koelliker-Fuse subnucleus,11222,0,11222
124,IVF,interventricular foramen,0,0,0
125,opt,optic tract,44749,0,44749
126,PVp,Periventricular hypothalamic nucleus, posterior part,8126,0,8126
127,AM,Anteromedial nucleus,0,26289,26289
128,MRN,Midbrain reticular nucleus,329045,0,329045
129,V3,third ventricle,57603,0,57603
130,CSm,Superior central nucleus raphe, medial part,0,0,0
131,LA,Lateral amygdalar nucleus,53680,0,53680
132,PL6b,Prelimbic area, layer 6b,1371,0,1371
133,PVpo,Periventricular hypothalamic nucleus, preoptic part,9158,0,9158
134,ptf,pallidotegmental fascicle,0,0,0
135,AMB,Nucleus ambiguus,0,2763,2763
136,IRN,Intermediate reticular nucleus,177667,0,177667
137,CSl,Superior central nucleus raphe, lateral part,0,0,0
138,LAT,Lateral group of the dorsal thalamus,0,197105,197105
139,ENTl5,Entorhinal area, lateral part, layer 5,91401,0,91401
140,AQ,cerebral aqueduct,25997,0,25997
141,PVR,Periventricular region,0,131182,131182
142,pap,pallidothalamic pathway,0,0,0
143,AMBv,Nucleus ambiguus, ventral division,1404,0,1404
144,OT1-3,Olfactory tubercle, layers 1-3,0,0,0
145,V4,fourth ventricle,32104,29653,61757
146,PRNr,Pontine reticular nucleus,151264,0,151264
147,LC,Locus ceruleus,931,0,931
148,GU4,Gustatory areas, layer 4,9427,0,9427
149,PVT,Paraventricular nucleus of the thalamus,28430,0,28430
150,pvbh,periventricular bundle of the hypothalamus,0,0,0
151,AOB,Accessory olfactory bulb,0,41698,41698
152,PIR1-3,Piriform area, layers 1-3,0,0,0
153,V4r,lateral recess,29653,0,29653
154,PHY,Perihypoglossal nuclei,0,17341,17341
155,LD,Lateral dorsal nucleus of thalamus,65017,0,65017
156,AUDd6a,Dorsal auditory area, layer 6a,11802,0,11802
157,PVZ,Periventricular zone,0,49804,49804
158,pc,posterior commissure,3358,0,3358
159,AON,Anterior olfactory nucleus,311661,0,311661
160,AON1,Anterior olfactory nucleus, layer 1,0,0,0
161,NIS,Nucleus intercalatus,0,0,0
162,LDT,Laterodorsal tegmental nucleus,13054,0,13054
163,AIp2/3,Agranular insular area, posterior part, layer 2/3,51401,0,51401
164,c,central canal, spinal cord/medulla,31,0,31
165,RAmb,Midbrain raphe nuclei,0,47076,47076
166,pmx,premammillary commissure,0,0,0
167,AONd,Anterior olfactory nucleus, dorsal part,0,0,0
168,AON2,Anterior olfactory nucleus, layer 2,0,0,0
169,PRP,Nucleus prepositus,15398,0,15398
170,LGd,Dorsal part of the lateral geniculate complex,0,46226,46226
171,PL1,Prelimbic area, layer 1,33240,0,33240
173,RCH,Retrochiasmatic area,9449,0,9449
174,poc,preoptic commissure,0,0,0
175,AONe,Anterior olfactory nucleus, external part,0,0,0
177,NR,Nucleus of Roller,1943,0,1943
178,LGv,Ventral part of the lateral geniculate complex,25892,0,25892
179,ACA6a,Anterior cingulate area, layer 6a,0,0,0
180,GU2/3,Gustatory areas, layer 2/3,25735,0,25735
181,RE,Nucleus of reuniens,27167,0,27167
182,php,propriohypothalamic pathways,0,0,0
183,AONl,Anterior olfactory nucleus, lateral part,0,0,0
184,FRP,Frontal pole, cerebral cortex,0,62227,62227
185,PPYd,Parapyramidal nucleus, deep part,0,0,0
186,LH,Lateral habenula,22133,0,22133
187,GU5,Gustatory areas, layer 5,34860,0,34860
188,AOBgl,Accessory olfactory bulb, glomerular layer,9886,0,9886
189,RH,Rhomboid nucleus,5829,0,5829
190,py,pyramid,35873,0,35873
191,AONm,Anterior olfactory nucleus, medial part,0,0,0
192,COAa1,Cortical amygdalar area, anterior part, layer 1,0,0,0
193,PPYs,Parapyramidal nucleus, superficial part,0,0,0
194,LHA,Lateral hypothalamic area,132570,0,132570
195,PL2,Prelimbic area, layer 2,0,0,0
196,AOBgr,Accessory olfactory bulb, granular layer,14107,0,14107
197,RL,Rostral linear nucleus raphe,3546,0,3546
198,pyd,pyramidal decussation,4412,0,4412
199,AONpv,Anterior olfactory nucleus, posteroventral part,0,0,0
200,COAa2,Cortical amygdalar area, anterior part, layer 2,0,0,0
201,SSp-bfd2/3,Primary somatosensory area, barrel field, layer 2/3,97044,0,97044
202,MV,Medial vestibular nucleus,116330,0,116330
203,LIN,Linear nucleus of the medulla,3948,0,3948
204,AOBmi,Accessory olfactory bulb, mitral layer,17705,0,17705
205,rstl,retriculospinal tract, lateral part,0,0,0
206,RM,Nucleus raphe magnus,7657,0,7657
207,AP,Area postrema,3397,0,3397
208,COAa3,Cortical amygdalar area, anterior part, layer 3,0,0,0
209,LAV,Lateral vestibular nucleus,18403,0,18403
210,LM,Lateral mammillary nucleus,4951,0,4951
211,ACAd2/3,Anterior cingulate area, dorsal part, layer 2/3,39098,0,39098
212,MOBgl,Main olfactory bulb, glomerular layer,0,0,0
213,rstm,retriculospinal tract, medial part,0,0,0
214,RN,Red nucleus,50443,0,50443
215,APN,Anterior pretectal nucleus,81666,0,81666
216,COApl1,Cortical amygdalar area, posterior part, lateral zone, layer 1,0,0,0
217,SUV,Superior vestibular nucleus,22659,0,22659
218,LP,Lateral posterior nucleus of the thalamus,77053,0,77053
219,MO2/3,Somatomotor areas, Layer 2/3,0,0,0
220,MOBgr,Main olfactory bulb, granule layer,0,0,0
221,rrt,rubroreticular tract,0,0,0
222,RO,Nucleus raphe obscurus,2455,0,2455
223,ARH,Arcuate hypothalamic nucleus,18325,0,18325
224,COApl2,Cortical amygdalar area, posterior part, lateral zone, layer 2,0,0,0
225,SPIV,Spinal vestibular nucleus,47927,0,47927
226,LPO,Lateral preoptic area,35519,0,35519
227,ACA6b,Anterior cingulate area, layer 6b,0,0,0
228,MOBipl,Main olfactory bulb, inner plexiform layer,0,0,0
229,sV,sensory root of the trigeminal nerve,44518,104258,148776
230,RPA,Nucleus raphe pallidus,4336,0,4336
231,AT,Anterior tegmental nucleus,2757,0,2757
232,COApl3,Cortical amygdalar area, posterior part, lateral zone, layer 3,0,0,0
233,VISal5,Anterolateral visual area, layer 5,13011,0,13011
234,TEa4,Temporal association areas, layer 4,19976,0,19976
235,LRN,Lateral reticular nucleus,0,36465,36465
236,MOBmi,Main olfactory bulb, mitral layer,0,0,0
237,ts,solitary tract,599,0,599
238,RPO,Nucleus raphe pontis,6164,0,6164
239,ATN,Anterior group of the dorsal thalamus,0,138143,138143
240,COApm1,Cortical amygdalar area, posterior part, medial zone, layer 1,0,0,0
241,PTLp2/3,Posterior parietal association areas, layer 2/3,0,0,0
242,LS,Lateral septal nucleus,0,195287,195287
243,AUDd6b,Dorsal auditory area, layer 6b,1938,0,1938
244,MOBopl,Main olfactory bulb, outer plexiform layer,0,0,0
245,scrt,spinocervical tract,0,0,0
246,RR,Midbrain reticular nucleus, retrorubral area,8846,0,8846
247,AUD,Auditory areas,0,371255,371255
248,COApm2,Cortical amygdalar area, posterior part, medial zone, layer 2,0,0,0
249,AUDpo6a,Posterior auditory area, layer 6a,5049,0,5049
250,LSc,Lateral septal nucleus, caudal (caudodorsal) part,36018,0,36018
251,AUDp2/3,Primary auditory area, layer 2/3,30166,0,30166
252,AUDd5,Dorsal auditory area, layer 5,21944,0,21944
253,shp,spinohypothalamic pathway,0,0,0
254,RSP,Retrosplenial area,0,672063,672063
255,AV,Anteroventral nucleus of thalamus,26622,0,26622
256,COApm3,Cortical amygdalar area, posterior part, medial zone, layer 3,0,0,0
257,VISpm6a,posteromedial visual area, layer 6a,9662,0,9662
258,LSr,Lateral septal nucleus, rostral (rostroventral) part,120383,0,120383
259,ENTmv1,Entorhinal area, medial part, ventral zone, layer 1,0,0,0
260,NLOT1,Nucleus of the lateral olfactory tract, molecular layer,7131,0,7131
261,sop,spino-olivary pathway,0,0,0
262,RT,Reticular nucleus of the thalamus,92624,0,92624
263,AVP,Anteroventral preoptic nucleus,5898,0,5898
264,ORB1,Orbital area, layer 1,0,0,0
266,LSv,Lateral septal nucleus, ventral part,38886,0,38886
267,DP6a,Dorsal peduncular area, layer 6a,0,0,0
268,NLOT2,Nucleus of the lateral olfactory tract, pyramidal layer,9563,0,9563
269,VISpl2/3,Posterolateral visual area, layer 2/3,13341,0,13341
270,srp,spinoreticular pathway,0,0,0
271,SAG,Nucleus sagulum,6286,0,6286
272,AVPV,Anteroventral periventricular nucleus,11711,0,11711
274,RSPd6a,Retrosplenial area, dorsal part, layer 6a,48445,0,48445
275,LSX,Lateral septal complex,0,228015,228015
276,PIR1,Piriform area, molecular layer,0,0,0
277,stp,spinotectal pathway,0,0,0
278,sAMY,Striatum-like amygdalar nuclei,0,259061,259061
279,RSPagl6b,Retrosplenial area, lateral agranular part, layer 6b,2311,0,2311
280,B,Barrington's nucleus,994,0,994
281,VISam1,Anteromedial visual area, layer 1,8602,0,8602
283,LTN,Lateral tegmental nucleus,0,0,0
284,PIR2,Piriform area, pyramidal layer,0,0,0
285,step,spinotelenchephalic pathway,0,0,0
286,SCH,Suprachiasmatic nucleus,4229,0,4229
287,BAC,Bed nucleus of the anterior commissure,483,0,483
288,ORBvl2/3,Orbital area, ventrolateral part, layer 2/3,33502,0,33502
289,TEa5,Temporal association areas, layer 5,60878,0,60878
290,LZ,Hypothalamic lateral zone,0,363918,363918
291,PIR3,Piriform area, polymorph layer,0,0,0
292,BA,Bed nucleus of the accessory olfactory tract,1603,0,1603
293,svp,spinovestibular pathway,0,0,0
294,SCm,Superior colliculus, motor related,0,362060,362060
295,BLA,Basolateral amygdalar nucleus,0,121613,121613
296,ACAv2/3,Anterior cingulate area, ventral part, layer 2/3,32601,0,32601
297,TTd1-4,Taenia tecta, dorsal part, layers 1-4,0,0,0
298,MA,Magnocellular nucleus,23333,0,23333
299,MO5,Somatomotor areas, Layer 5,0,0,0
300,LGvl,Ventral part of the lateral geniculate complex, lateral zone,0,0,0
301,st,stria terminalis,19601,2270,21871
302,SCs,Superior colliculus, sensory related,0,138134,138134
303,BLAa,Basolateral amygdalar nucleus, anterior part,49305,0,49305
304,PL2/3,Prelimbic area, layer 2/3,26811,0,26811
305,VISp6b,Primary visual area, layer 6b,10644,0,10644
306,TTv1-3,Taenia tecta, ventral part, layers 1-3,0,0,0
307,MARN,Magnocellular reticular nucleus,34099,0,34099
308,PTLp6a,Posterior parietal association areas, layer 6a,0,0,0
309,snp,striatonigral pathway,0,0,0
310,SF,Septofimbrial nucleus,30348,0,30348
311,BLAp,Basolateral amygdalar nucleus, posterior part,45512,0,45512
312,ENTl4/5,Entorhinal area, lateral part, layer 4/5,0,0,0
313,MB,Midbrain,433116,1918606,2351722
314,AIp6a,Agranular insular area, posterior part, layer 6a,27900,0,27900
315,Isocortex,Isocortex,0,7891055,7891055
316,LGvm,Ventral part of the lateral geniculate complex, medial zone,0,0,0
317,stf,subthalamic fascicle,0,0,0
318,SG,Supragenual nucleus,1111,0,1111
319,BMA,Basomedial amygdalar nucleus,0,95068,95068
320,MOp1,Primary motor area, Layer 1,85116,0,85116
321,SubG,Subgeniculate nucleus,1725,0,1725
322,SSp,Primary somatosensory area,0,1555772,1555772
323,MBmot,Midbrain, motor related,0,1362923,1362923
324,ENTmv2,Entorhinal area, medial part, ventral zone, layer 2,0,0,0
325,SGN,Suprageniculate nucleus,11633,0,11633
326,scp,superior cerebelar peduncles,28133,26698,54831
327,BMAa,Basomedial amygdalar nucleus, anterior part,49159,0,49159
328,AId2/3,Agranular insular area, dorsal part, layer 2/3,59244,0,59244
329,SSp-bfd,Primary somatosensory area, barrel field,0,402576,402576
330,RSPd6b,Retrosplenial area, dorsal part, layer 6b,2047,0,2047
331,MBO,Mammillary body,0,65031,65031
332,ASO,Accessory supraoptic group,388,0,388
333,SH,Septohippocampal nucleus,2380,0,2380
334,BMAp,Basomedial amygdalar nucleus, posterior part,45909,0,45909
335,PERI6a,Perirhinal area, layer 6a,3437,0,3437
336,csc,superior colliculus commissure,1753,0,1753
337,SSp-ll,Primary somatosensory area, lower limb,0,150565,150565
338,SFO,Subfornical organ,1382,0,1382
339,MBsen,Midbrain, sensory related,0,438991,438991
340,PTLp6b,Posterior parietal association areas, layer 6b,0,0,0
341,smd,supramammillary decussation,0,0,0
342,SI,Substantia innominata,193782,0,193782
343,BS,Brain stem,0,7673271,7673271
344,AIp5,Agranular insular area, posterior part, layer 5,48165,0,48165
345,SSp-m,Primary somatosensory area, mouth,0,397621,397621
346,SSp2/3,Primary somatosensory area, layer 2/3,0,0,0
347,SBPV,Subparaventricular zone,7008,0,7008
348,MBsta,Midbrain, behavioral state related,0,116692,116692
349,sup,supraoptic commissures,1672,0,1672
350,SLC,Subceruleus nucleus,1694,0,1694
351,BST,Bed nuclei of the stria terminalis,85792,0,85792
352,ORB5,Orbital area, layer 5,0,0,0
353,SSp-n,Primary somatosensory area, nose,0,193233,193233
354,MY,Medulla,340254,1641724,1981978
355,AIp6b,Agranular insular area, posterior part, layer 6b,1323,0,1323
356,PST,Preparasubthalamic nucleus,816,0,816
357,ttp,tectothalamic pathway,0,0,0
358,SLD,Sublaterodorsal nucleus,3015,0,3015
359,BSTa,Bed nuclei of the stria terminalis, anterior division,0,0,0
360,DP2/3,Dorsal peduncular area, layer 2/3,0,0,0
361,SSp-tr,Primary somatosensory area, trunk,0,89647,89647
362,MD,Mediodorsal nucleus of thalamus,88198,0,88198
363,PL5,Prelimbic area, layer 5,63042,0,63042
364,PSTN,Parasubthalamic nucleus,10628,0,10628
365,tp,thalamic peduncles,0,0,0
366,SMT,Submedial nucleus of the thalamus,19682,0,19682
367,BSTp,Bed nuclei of the stria terminalis, posterior division,0,0,0
368,PERI6b,Perirhinal area, layer 6b,843,0,843
369,SSp-ul,Primary somatosensory area, upper limb,0,241336,241336
370,MY-mot,Medulla, motor related,0,1119368,1119368
371,ENTmv3,Entorhinal area, medial part, ventral zone, layer 3,0,0,0
372,ICB,Infracerebellar nucleus,3458,0,3458
373,tct,trigeminocerebellar tract,0,0,0
374,SNc,Substantia nigra, compact part,12629,0,12629
375,CA,Ammon's horn,0,1084697,1084697
376,COApl1-3,Cortical amygdalar area, posterior part, lateral zone, layers 1-3,0,0,0
377,VISpl6a,Posterolateral visual area, layer 6a,6870,0,6870
378,SSs,Supplemental somatosensory area,0,577488,577488
379,MY-sat,Medulla, behavioral state related,0,14448,14448
380,cuf,cuneate fascicle,1427,0,1427
381,SNr,Substantia nigra, reticular part,99080,0,99080
382,CA1,Field CA1,653391,0,653391
383,COApm1-3,Cortical amygdalar area, posterior part, medial zone, layers 1-3,0,0,0
384,IVd,trochlear nerve decussation,0,0,0
385,VISp,Primary visual area,0,452664,452664
386,MY-sen,Medulla, sensory related,0,507908,507908
387,ENTl5/6,Entorhinal area, lateral part, layer 5/6,0,0,0
388,grf,gracile fascicle,0,0,0
389,sttv,ventral spinothalamic tract,0,0,0
390,SO,Supraoptic nucleus,2998,0,2998
391,CA1slm,Field CA1, stratum lacunosum-moleculare,0,0,0
392,NLOT1-3,Nucleus of the lateral olfactory tract, layers 1-3,0,0,0
393,VISpl6b,Posterolateral visual area, layer 6b,551,0,551
394,VISam,Anteromedial visual area,0,50601,50601
395,MDRN,Medullary reticular nucleus,0,130048,130048
396,iaf,internal arcuate fibers,0,0,0
397,vtd,ventral tegmental decussation,2380,0,2380
398,SOC,Superior olivary complex,0,57533,57533
399,CA1so,Field CA1, stratum oriens,0,0,0
400,PAA1-3,Piriform-amygdalar area, layers 1-3,0,0,0
401,VISam4,Anteromedial visual area, layer 4,3859,0,3859
402,VISal,Anterolateral visual area,0,48435,48435
403,MEA,Medial amygdalar nucleus,129772,0,129772
404,oct,olivocerebellar tract,0,0,0
405,vlt,ventrolateral hypothalamic tract,0,0,0
406,SPF,Subparafascicular nucleus,0,13046,13046
407,CA1sp,Field CA1, pyramidal layer,0,0,0
408,PAA1,Piriform-amygdalar area, molecular layer,0,0,0
409,VISl,Lateral visual area,0,78459,78459
410,rct,reticulocerebellar tract,0,0,0
411,MEAad,Medial amygdalar nucleus, anterodorsal part,0,0,0
412,ORBl2/3,Orbital area, lateral part, layer 2/3,39769,0,39769
413,vVIIIn,vestibular nerve,16023,0,16023
414,SPFm,Subparafascicular nucleus, magnocellular part,4449,0,4449
415,CA1sr,Field CA1, stratum radiatum,0,0,0
416,PAA2,Piriform-amygdalar area, pyramidal layer,0,0,0
417,VISrl,Rostrolateral visual area,0,65025,65025
418,MEAav,Medial amygdalar nucleus, anteroventral part,0,0,0
419,ENTmv4,Entorhinal area, medial part, ventral zone, layer 4,0,0,0
420,db,precommissural fornix diagonal band,0,0,0
421,VISl1,Lateral visual area, layer 1,11854,0,11854
422,SPFp,Subparafascicular nucleus, parvicellular part,8597,0,8597
423,CA2,Field CA2,30421,0,30421
424,PAA3,Piriform-amygdalar area, polymorph layer,0,0,0
425,VISpl,Posterolateral visual area,0,50745,50745
426,MEApd,Medial amygdalar nucleus, posterodorsal part,0,0,0
427,ECT2/3,Ectorhinal area/Layer 2/3,30445,0,30445
428,mct,medial corticohypothalamic tract,522,0,522
429,SPVC,Spinal nucleus of the trigeminal, caudal part,107628,0,107628
430,RSPv2/3,Retrosplenial area, ventral part, layer 2/3,65218,0,65218
431,CA2slm,Field CA2, stratum lacunosum-moleculare,0,0,0
432,NC,Nucleus circularis,0,0,0
433,VISam5,Anteromedial visual area, layer 5,14542,0,14542
434,RSPd2/3,Retrosplenial area, dorsal part, layer 2/3,62330,0,62330
435,MEApv,Medial amygdalar nucleus, posteroventral part,0,0,0
436,fx,columns of the fornix,17218,0,17218
437,SPVI,Spinal nucleus of the trigeminal, interpolar part,118142,0,118142
438,CA2so,Field CA2, stratum oriens,0,0,0
439,PVHdp,Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part,0,0,0
440,ORBl6a,Orbital area, lateral part, layer 6a,30562,0,30562
441,VISam6b,Anteromedial visual area, layer 6b,1595,0,1595
442,RSPd1,Retrosplenial area, dorsal part, layer 1,52969,0,52969
443,dhc,dorsal hippocampal commissure,61033,0,61033
444,MED,Medial group of the dorsal thalamus,0,128847,128847
445,SPVO,Spinal nucleus of the trigeminal, oral part,63978,0,63978
446,CA2sp,Field CA2, pyramidal layer,0,0,0
447,PVHf,Paraventricular hypothalamic nucleus, descending division, forniceal part,0,0,0
448,ORBl1,Orbital area, lateral part, layer 1,24007,0,24007
449,vhc,ventral hippocampal commissure,4226,0,4226
450,SSp-ul1,Primary somatosensory area, upper limb, layer 1,29562,0,29562
451,BLAv,Basolateral amygdalar nucleus, ventral part,26796,0,26796
